,date,state,checkins,unique_ind,unique_loc
1359,2021-02-23,W.P. Putrajaya,195217,113387,2732
1360,2021-02-24,Johor,2074008,927705,89488
1361,2021-02-24,Kedah,817989,413976,40414
1362,2021-02-24,Kelantan,278048,150824,21806
1363,2021-02-24,Melaka,576245,259793,23890
1364,2021-02-24,Negeri Sembilan,639575,304428,26297
1365,2021-02-24,Pahang,815591,343895,35109
1366,2021-02-24,Perak,1295549,565865,57175
1367,2021-02-24,Perlis,200077,116463,10333
1368,2021-02-24,Pulau Pinang,1303872,593038,49423
1369,2021-02-24,Sabah,1169850,445605,46600
1370,2021-02-24,Sarawak,1313534,516331,43820
1371,2021-02-24,Selangor,4302048,2070162,144973
1372,2021-02-24,Terengganu,354767,175197,21295
1373,2021-02-24,W.P. KualaLumpur,3562969,1647182,98016
1374,2021-02-24,W.P. Labuan,69982,28861,2094
1375,2021-02-24,W.P. Putrajaya,195780,113866,2795
1376,2021-02-25,Johor,2111278,942380,90028
1377,2021-02-25,Kedah,851666,425646,40854
1378,2021-02-25,Kelantan,295996,158817,22214
1379,2021-02-25,Melaka,580504,262407,23997
1380,2021-02-25,Negeri Sembilan,650959,312373,26476
1381,2021-02-25,Pahang,845175,354586,35280
1382,2021-02-25,Perak,1316318,575755,57301
1383,2021-02-25,Perlis,210590,122595,10291
1384,2021-02-25,Pulau Pinang,1342626,605690,50090
1385,2021-02-25,Sabah,1213525,458033,46972
1386,2021-02-25,Sarawak,1331199,524795,43956
1387,2021-02-25,Selangor,4385034,2115153,145481
1388,2021-02-25,Terengganu,373418,181733,21479
1389,2021-02-25,W.P. KualaLumpur,3624553,1690621,97978
1390,2021-02-25,W.P. Labuan,71994,29657,2163
1391,2021-02-25,W.P. Putrajaya,204087,118093,2804
1392,2021-02-26,Johor,2159912,952532,84549
1393,2021-02-26,Kedah,806981,408806,29878
1394,2021-02-26,Kelantan,245412,139711,12436
1395,2021-02-26,Melaka,622431,275384,23736
1396,2021-02-26,Negeri Sembilan,702042,330610,25913
1397,2021-02-26,Pahang,885898,367908,34250
1398,2021-02-26,Perak,1367326,594512,56156
1399,2021-02-26,Perlis,214900,123407,10009
1400,2021-02-26,Pulau Pinang,1422384,625146,49810
1401,2021-02-26,Sabah,1231709,462714,45577
1402,2021-02-26,Sarawak,1409789,541448,42777
1403,2021-02-26,Selangor,4655887,2209354,144252
1404,2021-02-26,Terengganu,276408,150430,11243
1405,2021-02-26,W.P. KualaLumpur,3920050,1785825,96858
1406,2021-02-26,W.P. Labuan,76773,30529,2140
1407,2021-02-26,W.P. Putrajaya,242938,136399,2720
1408,2021-02-27,Johor,2353751,977712,81081
1409,2021-02-27,Kedah,910621,438612,36701
1410,2021-02-27,Kelantan,314211,163569,19631
1411,2021-02-27,Melaka,678606,284132,21728
1412,2021-02-27,Negeri Sembilan,753430,334060,23587
1413,2021-02-27,Pahang,879878,356651,30621
1414,2021-02-27,Perak,1447865,602224,52277
1415,2021-02-27,Perlis,212812,115826,9027
1416,2021-02-27,Pulau Pinang,1499806,616538,44500
1417,2021-02-27,Sabah,1290069,454906,41796
1418,2021-02-27,Sarawak,1521097,537335,38854
1419,2021-02-27,Selangor,5315892,2313602,124514
1420,2021-02-27,Terengganu,370573,178446,18148
1421,2021-02-27,W.P. KualaLumpur,4244357,1816475,80886
1422,2021-02-27,W.P. Labuan,78786,29720,1817
1423,2021-02-27,W.P. Putrajaya,263675,142624,1888
1424,2021-02-28,Johor,2425483,990308,67867
1425,2021-02-28,Kedah,969602,460176,37694
1426,2021-02-28,Kelantan,324407,170806,22264
1427,2021-02-28,Melaka,637538,270470,15753
1428,2021-02-28,Negeri Sembilan,704826,315861,17340
1429,2021-02-28,Pahang,800890,336748,22212
1430,2021-02-28,Perak,1347486,574391,36567
1431,2021-02-28,Perlis,182858,99328,6232
1432,2021-02-28,Pulau Pinang,1398700,581284,31227
1433,2021-02-28,Sabah,1234884,437590,31755
1434,2021-02-28,Sarawak,1468969,519449,28166
1435,2021-02-28,Selangor,5101079,2227024,88695
1436,2021-02-28,Terengganu,395099,190440,21347
1437,2021-02-28,W.P. KualaLumpur,4060401,1771561,59267
1438,2021-02-28,W.P. Labuan,71359,28002,1387
1439,2021-02-28,W.P. Putrajaya,276508,151866,1658
1440,2021-03-01,Johor,2163391,960982,89555
1441,2021-03-01,Kedah,874271,436438,40644
1442,2021-03-01,Kelantan,293816,158729,22315
1443,2021-03-01,Melaka,617488,273082,23924
1444,2021-03-01,Negeri Sembilan,681556,321195,26285
1445,2021-03-01,Pahang,869630,362243,35245
1446,2021-03-01,Perak,1366221,589300,56641
1447,2021-03-01,Perlis,215825,123636,10342
1448,2021-03-01,Pulau Pinang,1426994,622567,50530
1449,2021-03-01,Sabah,1210397,466294,47288
1450,2021-03-01,Sarawak,1412808,541506,44620
1451,2021-03-01,Selangor,4620424,2182306,145032
1452,2021-03-01,Terengganu,365115,180544,21489
1453,2021-03-01,W.P. KualaLumpur,3791393,1747953,97343
1454,2021-03-01,W.P. Labuan,77809,31054,2229
1455,2021-03-01,W.P. Putrajaya,222965,127051,2806
1456,2021-03-02,Johor,2191505,964799,91452
1457,2021-03-02,Kedah,837032,422480,40591
1458,2021-03-02,Kelantan,289661,156250,22138
1459,2021-03-02,Melaka,605963,269816,24353
1460,2021-03-02,Negeri Sembilan,670773,316538,26614
1461,2021-03-02,Pahang,850988,356856,35538
1462,2021-03-02,Perak,1314804,574423,57541
1463,2021-03-02,Perlis,208034,121960,10414
1464,2021-03-02,Pulau Pinang,1411334,620236,51299
1465,2021-03-02,Sabah,1248428,470068,47829
1466,2021-03-02,Sarawak,1420460,541349,45135
1467,2021-03-02,Selangor,4484594,2150913,147146
1468,2021-03-02,Terengganu,361637,179867,21439
1469,2021-03-02,W.P. KualaLumpur,3757775,1723610,99537
1470,2021-03-02,W.P. Labuan,77000,31021,2249
1471,2021-03-02,W.P. Putrajaya,213292,123638,2784
1472,2021-03-03,Johor,2239690,979735,92281
1473,2021-03-03,Kedah,843432,426154,40735
1474,2021-03-03,Kelantan,287851,156200,21969
1475,2021-03-03,Melaka,615059,273222,24494
1476,2021-03-03,Negeri Sembilan,682494,320542,26954
1477,2021-03-03,Pahang,858221,357993,35700
1478,2021-03-03,Perak,1357698,586972,58075
1479,2021-03-03,Perlis,207168,121385,10449
1480,2021-03-03,Pulau Pinang,1439226,631034,51702
1481,2021-03-03,Sabah,1280343,477463,48313
1482,2021-03-03,Sarawak,1444595,546390,45350
1483,2021-03-03,Selangor,4644223,2196444,148502
1484,2021-03-03,Terengganu,366706,181127,21343
1485,2021-03-03,W.P. KualaLumpur,3857508,1751293,100275
1486,2021-03-03,W.P. Labuan,79303,31516,2259
1487,2021-03-03,W.P. Putrajaya,215573,124673,2819
1488,2021-03-04,Johor,2208595,974048,92116
1489,2021-03-04,Kedah,854920,430384,40970
1490,2021-03-04,Kelantan,299004,160753,21891
1491,2021-03-04,Melaka,601546,270368,24704
1492,2021-03-04,Negeri Sembilan,672315,320557,26837
1493,2021-03-04,Pahang,856601,361330,35545
1494,2021-03-04,Perak,1325947,582680,58118
1495,2021-03-04,Perlis,214262,125249,10416
1496,2021-03-04,Pulau Pinang,1411231,626047,51717
1497,2021-03-04,Sabah,1276223,477327,48357
1498,2021-03-04,Sarawak,1367197,531421,44808
1499,2021-03-04,Selangor,4658850,2214437,149633
1500,2021-03-04,Terengganu,331877,164980,17287
1501,2021-03-04,W.P. KualaLumpur,3833026,1757525,100381
1502,2021-03-04,W.P. Labuan,79262,31473,2241
1503,2021-03-04,W.P. Putrajaya,218576,125584,2810
1504,2021-03-05,Johor,2393133,1014661,88160
1505,2021-03-05,Kedah,851067,422180,29679
1506,2021-03-05,Kelantan,264803,146691,12175
1507,2021-03-05,Melaka,652904,285653,24485
1508,2021-03-05,Negeri Sembilan,735839,343610,26534
1509,2021-03-05,Pahang,929470,382782,34790
1510,2021-03-05,Perak,1394910,607982,57006
1511,2021-03-05,Perlis,224068,130741,10111
1512,2021-03-05,Pulau Pinang,1585588,668817,52853
1513,2021-03-05,Sabah,1369447,498693,48746
1514,2021-03-05,Sarawak,1524141,566907,45964
1515,2021-03-05,Selangor,5061710,2359267,150173
1516,2021-03-05,Terengganu,290708,156255,10861
1517,2021-03-05,W.P. KualaLumpur,4316833,1911290,101843
1518,2021-03-05,W.P. Labuan,85214,32439,2268
1519,2021-03-05,W.P. Putrajaya,257609,144561,2814
1520,2021-03-06,Johor,2646865,1051992,83360
1521,2021-03-06,Kedah,926441,446000,35695
1522,2021-03-06,Kelantan,324783,167928,19070
1523,2021-03-06,Melaka,670220,285540,21559
1524,2021-03-06,Negeri Sembilan,761880,337940,23423
1525,2021-03-06,Pahang,935623,372732,30377
1526,2021-03-06,Perak,1514533,622989,51940
1527,2021-03-06,Perlis,216593,122192,8788
1528,2021-03-06,Pulau Pinang,1662031,661299,45892
1529,2021-03-06,Sabah,1447310,490615,42767
1530,2021-03-06,Sarawak,1651964,564201,39793
1531,2021-03-06,Selangor,5708687,2470997,127602
1532,2021-03-06,Terengganu,381030,183717,17272
1533,2021-03-06,W.P. KualaLumpur,4637975,1947207,83388
1534,2021-03-06,W.P. Labuan,88920,31960,1868
1535,2021-03-06,W.P. Putrajaya,267004,145344,1903
1536,2021-03-07,Johor,2603066,1036718,69530
1537,2021-03-07,Kedah,999875,472129,37733
1538,2021-03-07,Kelantan,323023,169906,21918
1539,2021-03-07,Melaka,658521,280548,15327
1540,2021-03-07,Negeri Sembilan,730424,325023,16984
1541,2021-03-07,Pahang,865219,352982,21929
1542,2021-03-07,Perak,1452854,602428,36788
1543,2021-03-07,Perlis,199811,110315,6185
1544,2021-03-07,Pulau Pinang,1562116,627256,32366
1545,2021-03-07,Sabah,1359897,468800,32406
1546,2021-03-07,Sarawak,1586416,545166,28642
1547,2021-03-07,Selangor,5515693,2391889,91257
1548,2021-03-07,Terengganu,396018,192754,21292
1549,2021-03-07,W.P. KualaLumpur,4388637,1891934,61166
1550,2021-03-07,W.P. Labuan,79968,30115,1433
1551,2021-03-07,W.P. Putrajaya,281002,154606,1690
1552,2021-03-08,Johor,2369079,1015464,92669
1553,2021-03-08,Kedah,880524,440218,40465
1554,2021-03-08,Kelantan,295111,158204,21765
1555,2021-03-08,Melaka,632748,277895,24122
1556,2021-03-08,Negeri Sembilan,703184,329779,26357
1557,2021-03-08,Pahang,891352,369438,34984
1558,2021-03-08,Perak,1402011,600502,56710
1559,2021-03-08,Perlis,224525,129864,10262
1560,2021-03-08,Pulau Pinang,1529733,654421,51997
1561,2021-03-08,Sabah,1324534,492475,48179
1562,2021-03-08,Sarawak,1418692,544917,44444
1563,2021-03-08,Selangor,4892255,2292015,148430
1564,2021-03-08,Terengganu,355393,178828,20979
1565,2021-03-08,W.P. KualaLumpur,4045486,1829112,100515
1566,2021-03-08,W.P. Labuan,81099,31895,2251
1567,2021-03-08,W.P. Putrajaya,231706,132426,2841
1568,2021-03-09,Johor,2333580,1008886,94037
1569,2021-03-09,Kedah,863246,433281,40401
1570,2021-03-09,Kelantan,290972,156494,21660
1571,2021-03-09,Melaka,612156,274352,24497
1572,2021-03-09,Negeri Sembilan,686524,325084,26716
1573,2021-03-09,Pahang,876603,366395,35534
1574,2021-03-09,Perak,1375449,593315,57947
1575,2021-03-09,Perlis,217308,128436,10371
1576,2021-03-09,Pulau Pinang,1509814,651508,52788
1577,2021-03-09,Sabah,1313695,490789,48854
1578,2021-03-09,Sarawak,1433276,549384,45385
1579,2021-03-09,Selangor,4871656,2301140,152130
1580,2021-03-09,Terengganu,352455,176816,20902
1581,2021-03-09,W.P. KualaLumpur,4064453,1828758,102899
1582,2021-03-09,W.P. Labuan,79487,31407,2308
1583,2021-03-09,W.P. Putrajaya,230360,131823,2845
1584,2021-03-10,Johor,2351215,1009685,94121
1585,2021-03-10,Kedah,862830,435160,40534
1586,2021-03-10,Kelantan,287367,155507,21400
1587,2021-03-10,Melaka,621688,277495,24503
1588,2021-03-10,Negeri Sembilan,696547,327724,26895
1589,2021-03-10,Pahang,880241,367225,35497
1590,2021-03-10,Perak,1382483,595444,57931
1591,2021-03-10,Perlis,213168,126730,10462
1592,2021-03-10,Pulau Pinang,1526021,657205,52990
1593,2021-03-10,Sabah,1330584,494217,48886
1594,2021-03-10,Sarawak,1466423,553043,45824
1595,2021-03-10,Selangor,4951653,2312938,152378
1596,2021-03-10,Terengganu,348780,177113,20704
1597,2021-03-10,W.P. KualaLumpur,4153733,1840436,103375
1598,2021-03-10,W.P. Labuan,82072,32030,2287
1599,2021-03-10,W.P. Putrajaya,225828,130409,2870
1600,2021-03-11,Johor,2312812,1003326,94707
1601,2021-03-11,Kedah,812473,407932,36053
1602,2021-03-11,Kelantan,296945,159990,21492
1603,2021-03-11,Melaka,603576,273548,24656
1604,2021-03-11,Negeri Sembilan,639003,300764,23072
1605,2021-03-11,Pahang,868758,366847,35416
1606,2021-03-11,Perak,1346258,589419,58116
1607,2021-03-11,Perlis,208270,124095,9484
1608,2021-03-11,Pulau Pinang,1502944,652108,53483
1609,2021-03-11,Sabah,1301541,489024,48861
1610,2021-03-11,Sarawak,1431574,551702,45896
1611,2021-03-11,Selangor,4804493,2285008,151593
1612,2021-03-11,Terengganu,325344,163809,17084
1613,2021-03-11,W.P. KualaLumpur,4001972,1805833,102860
1614,2021-03-11,W.P. Labuan,78210,31401,2263
1615,2021-03-11,W.P. Putrajaya,224753,128370,2807
1616,2021-03-12,Johor,2613630,1066135,93478
1617,2021-03-12,Kedah,876908,430245,30969
1618,2021-03-12,Kelantan,282314,155351,12708
1619,2021-03-12,Melaka,704098,300807,25631
1620,2021-03-12,Negeri Sembilan,782330,358420,27918
1621,2021-03-12,Pahang,918510,382913,34999
1622,2021-03-12,Perak,1483569,629129,59782
1623,2021-03-12,Perlis,234928,134744,10417
1624,2021-03-12,Pulau Pinang,1617800,679817,54520
1625,2021-03-12,Sabah,1462560,520700,51009
1626,2021-03-12,Sarawak,1545994,578687,47830
1627,2021-03-12,Selangor,5487710,2484615,158723
1628,2021-03-12,Terengganu,295752,159333,11322
1629,2021-03-12,W.P. KualaLumpur,4681101,1991767,107323
1630,2021-03-12,W.P. Labuan,87911,33267,2359
1631,2021-03-12,W.P. Putrajaya,267249,145864,2883
1632,2021-03-13,Johor,2919783,1119202,91478
1633,2021-03-13,Kedah,1070858,491142,39183
1634,2021-03-13,Kelantan,369736,186030,21046
1635,2021-03-13,Melaka,809012,321227,23874
1636,2021-03-13,Negeri Sembilan,864400,370504,25751
1637,2021-03-13,Pahang,1051290,399798,32587
1638,2021-03-13,Perak,1734761,674204,57041
1639,2021-03-13,Perlis,252148,136462,9594
1640,2021-03-13,Pulau Pinang,1945420,718307,50499
1641,2021-03-13,Sabah,1665679,535113,48057
1642,2021-03-13,Sarawak,1839642,609688,44129
1643,2021-03-13,Selangor,6531122,2689953,141084
1644,2021-03-13,Terengganu,419029,196788,18842
1645,2021-03-13,W.P. KualaLumpur,5244638,2092491,90391
1646,2021-03-13,W.P. Labuan,92735,33288,2048
1647,2021-03-13,W.P. Putrajaya,276470,144996,2055
1648,2021-03-14,Johor,3026347,1127820,77535
1649,2021-03-14,Kedah,1098249,500363,40640
1650,2021-03-14,Kelantan,361956,185208,23750
1651,2021-03-14,Melaka,737807,301389,17328
1652,2021-03-14,Negeri Sembilan,807050,348675,18883
1653,2021-03-14,Pahang,946010,374109,23683
1654,2021-03-14,Perak,1612938,641725,39882
1655,2021-03-14,Perlis,215173,117605,6615
1656,2021-03-14,Pulau Pinang,1769146,671877,35621
1657,2021-03-14,Sabah,1524619,504386,36063
1658,2021-03-14,Sarawak,1797693,592742,32198
1659,2021-03-14,Selangor,6179011,2562128,100797
1660,2021-03-14,Terengganu,424643,201735,22508
1661,2021-03-14,W.P. KualaLumpur,4916951,2014666,66731
1662,2021-03-14,W.P. Labuan,81440,30702,1557
1663,2021-03-14,W.P. Putrajaya,278236,149529,1783
1664,2021-03-15,Johor,2658522,1083291,102221
1665,2021-03-15,Kedah,1004337,477257,44339
1666,2021-03-15,Kelantan,339382,175682,24129
1667,2021-03-15,Melaka,700218,296253,26134
1668,2021-03-15,Negeri Sembilan,791808,355048,28731
1669,2021-03-15,Pahang,1003218,394683,37859
1670,2021-03-15,Perak,1607126,647107,62082
1671,2021-03-15,Perlis,250531,140934,11098
1672,2021-03-15,Pulau Pinang,1735363,698397,56769
1673,2021-03-15,Sabah,1622241,550753,55452
1674,2021-03-15,Sarawak,1737470,615900,52022
1675,2021-03-15,Selangor,5511242,2461544,163859
1676,2021-03-15,Terengganu,405931,195189,22798
1677,2021-03-15,W.P. KualaLumpur,4502284,1946586,108666
1678,2021-03-15,W.P. Labuan,91421,33670,2504
1679,2021-03-15,W.P. Putrajaya,239057,133782,3019
1680,2021-03-16,Johor,2723809,1099939,105080
1681,2021-03-16,Kedah,1010132,478865,44701
1682,2021-03-16,Kelantan,347203,178652,24412
1683,2021-03-16,Melaka,707598,298851,27070
1684,2021-03-16,Negeri Sembilan,780366,353637,29209
1685,2021-03-16,Pahang,1004814,396711,38778
1686,2021-03-16,Perak,1573772,644503,63370
1687,2021-03-16,Perlis,251293,141754,11251
1688,2021-03-16,Pulau Pinang,1739788,703188,57863
1689,2021-03-16,Sabah,1615062,550274,56598
1690,2021-03-16,Sarawak,1719651,614512,53191
1691,2021-03-16,Selangor,5606133,2507888,168864
1692,2021-03-16,Terengganu,411668,196798,22959
1693,2021-03-16,W.P. KualaLumpur,4595457,1973418,111762
1694,2021-03-16,W.P. Labuan,92397,34224,2545
1695,2021-03-16,W.P. Putrajaya,241174,135431,3040
1696,2021-03-17,Johor,2767366,1110154,106064
1697,2021-03-17,Kedah,1033686,487761,45592
1698,2021-03-17,Kelantan,351401,180859,24393
1699,2021-03-17,Melaka,732596,305702,27205
1700,2021-03-17,Negeri Sembilan,811901,361132,29777
1701,2021-03-17,Pahang,1030008,401339,39189
1702,2021-03-17,Perak,1653095,660559,63899
1703,2021-03-17,Perlis,248664,140775,11321
1704,2021-03-17,Pulau Pinang,1784158,714031,58297
1705,2021-03-17,Sabah,1660029,558309,57404
1706,2021-03-17,Sarawak,1789571,625358,53774
1707,2021-03-17,Selangor,5842350,2554387,171185
1708,2021-03-17,Terengganu,420542,199504,23280
1709,2021-03-17,W.P. KualaLumpur,4729255,2003325,112649
1710,2021-03-17,W.P. Labuan,94388,35057,2588
1711,2021-03-17,W.P. Putrajaya,250402,139059,3151
1712,2021-03-18,Johor,2815761,1128614,106368
1713,2021-03-18,Kedah,1066660,496719,45611
1714,2021-03-18,Kelantan,382939,192628,24616
1715,2021-03-18,Melaka,722960,304591,27301
1716,2021-03-18,Negeri Sembilan,811904,365335,29721
1717,2021-03-18,Pahang,1049214,409048,39145
1718,2021-03-18,Perak,1668303,666977,64035
1719,2021-03-18,Perlis,260800,146037,11373
1720,2021-03-18,Pulau Pinang,1772985,714982,58388
1721,2021-03-18,Sabah,1665463,562546,56849
1722,2021-03-18,Sarawak,1709842,617829,52753
1723,2021-03-18,Selangor,5764474,2556835,171015
1724,2021-03-18,Terengganu,449181,209876,23173
1725,2021-03-18,W.P. KualaLumpur,4767211,2037045,112708
1726,2021-03-18,W.P. Labuan,95288,35075,2591
1727,2021-03-18,W.P. Putrajaya,263159,142214,3165
1728,2021-03-19,Johor,2986345,1161335,100958
1729,2021-03-19,Kedah,1016905,477811,33634
1730,2021-03-19,Kelantan,320852,172400,13587
1731,2021-03-19,Melaka,784362,322597,27432
1732,2021-03-19,Negeri Sembilan,856982,384187,29566
1733,2021-03-19,Pahang,1101145,425516,38303
1734,2021-03-19,Perak,1701784,687244,63795
1735,2021-03-19,Perlis,266179,148472,10983
1736,2021-03-19,Pulau Pinang,1865786,737917,58245
1737,2021-03-19,Sabah,1763668,581250,57677
1738,2021-03-19,Sarawak,1873734,650502,54188
1739,2021-03-19,Selangor,6147570,2686559,171197
1740,2021-03-19,Terengganu,343436,178519,12336
1741,2021-03-19,W.P. KualaLumpur,5199391,2149857,112726
1742,2021-03-19,W.P. Labuan,98788,35605,2603
1743,2021-03-19,W.P. Putrajaya,298135,157850,3191
1744,2021-03-20,Johor,3146175,1181796,95138
1745,2021-03-20,Kedah,1125517,512995,40344
1746,2021-03-20,Kelantan,398167,196455,21427
1747,2021-03-20,Melaka,847062,334024,24492
1748,2021-03-20,Negeri Sembilan,927937,389960,26581
1749,2021-03-20,Pahang,1129549,419334,33632
1750,2021-03-20,Perak,1861347,708997,58340
1751,2021-03-20,Perlis,263169,139973,9817
1752,2021-03-20,Pulau Pinang,1987243,738491,51340
1753,2021-03-20,Sabah,1806564,568540,50916
1754,2021-03-20,Sarawak,1971947,641060,47217
1755,2021-03-20,Selangor,6840912,2800770,146649
1756,2021-03-20,Terengganu,429032,202927,19152
1757,2021-03-20,W.P. KualaLumpur,5498608,2186757,92276
1758,2021-03-20,W.P. Labuan,95709,34283,2159
1759,2021-03-20,W.P. Putrajaya,292331,151746,2155
1760,2021-03-21,Johor,3099897,1162663,79882
1761,2021-03-21,Kedah,1136659,518560,41325
1762,2021-03-21,Kelantan,388240,195936,24422
1763,2021-03-21,Melaka,767849,312598,17765
1764,2021-03-21,Negeri Sembilan,841190,363530,19357
1765,2021-03-21,Pahang,994725,388854,24463
1766,2021-03-21,Perak,1677123,665018,40836
1767,2021-03-21,Perlis,223846,121679,6766
1768,2021-03-21,Pulau Pinang,1790422,685335,36200
1769,2021-03-21,Sabah,1580979,523296,38016
1770,2021-03-21,Sarawak,1756896,598671,33121
1771,2021-03-21,Selangor,6423724,2661631,104172
1772,2021-03-21,Terengganu,442488,209874,22896
1773,2021-03-21,W.P. KualaLumpur,5174144,2101660,68265
1774,2021-03-21,W.P. Labuan,82297,31884,1612
1775,2021-03-21,W.P. Putrajaya,295994,156700,1863
1776,2021-03-22,Johor,2836763,1131650,103514
1777,2021-03-22,Kedah,1019889,487912,44424
1778,2021-03-22,Kelantan,357013,183647,24190
1779,2021-03-22,Melaka,716951,303083,26426
1780,2021-03-22,Negeri Sembilan,802107,363584,28810
1781,2021-03-22,Pahang,1023682,403594,37755
1782,2021-03-22,Perak,1633037,662132,61988
1783,2021-03-22,Perlis,251246,142524,11055
1784,2021-03-22,Pulau Pinang,1736397,708549,56500
1785,2021-03-22,Sabah,1607041,554630,55478
1786,2021-03-22,Sarawak,1691001,617480,51692
1787,2021-03-22,Selangor,5705171,2540126,166111
1788,2021-03-22,Terengganu,412435,199825,22763
1789,2021-03-22,W.P. KualaLumpur,4696317,2011003,109573
1790,2021-03-22,W.P. Labuan,94389,34745,2525
1791,2021-03-22,W.P. Putrajaya,255337,140953,3162
1792,2021-03-23,Johor,2777472,1069594,72423
1793,2021-03-23,Kedah,979383,475509,43930
1794,2021-03-23,Kelantan,341473,178642,23596
1795,2021-03-23,Melaka,709458,304375,26741
1796,2021-03-23,Negeri Sembilan,776648,358615,28784
1797,2021-03-23,Pahang,829388,361005,35270
1798,2021-03-23,Perak,1550213,644451,62347
1799,2021-03-23,Perlis,238838,138885,11000
1800,2021-03-23,Pulau Pinang,1629837,690611,56783
1801,2021-03-23,Sabah,1603607,556332,56526
1802,2021-03-23,Sarawak,1677825,618737,52886
1803,2021-03-23,Selangor,5727393,2569271,169917
1804,2021-03-23,Terengganu,393863,193901,21972
1805,2021-03-23,W.P. KualaLumpur,4698908,2017008,111909
1806,2021-03-23,W.P. Labuan,91792,34323,2587
1807,2021-03-23,W.P. Putrajaya,260357,145903,3201
1808,2021-03-24,Johor,2596823,1081196,102806
1809,2021-03-24,Kedah,972505,472902,43693
1810,2021-03-24,Kelantan,343611,178159,22984
1811,2021-03-24,Melaka,690296,297477,26473
1812,2021-03-24,Negeri Sembilan,762961,350814,28920
1813,2021-03-24,Pahang,915204,378615,35983
1814,2021-03-24,Perak,1570650,647245,62400
1815,2021-03-24,Perlis,233573,136053,10886
1816,2021-03-24,Pulau Pinang,1711260,703234,56995
1817,2021-03-24,Sabah,1649090,558723,57004
1818,2021-03-24,Sarawak,1715398,617160,53304
1819,2021-03-24,Selangor,5852458,2573461,170859
1820,2021-03-24,Terengganu,394855,193792,21569
1821,2021-03-24,W.P. KualaLumpur,4811140,2020067,112775
1822,2021-03-24,W.P. Labuan,94042,34656,2626
1823,2021-03-24,W.P. Putrajaya,258386,142037,3223
1824,2021-03-25,Johor,2780118,1127084,104668
1825,2021-03-25,Kedah,1014508,485552,44827
1826,2021-03-25,Kelantan,373571,191758,23785
1827,2021-03-25,Melaka,693005,300176,26679
1828,2021-03-25,Negeri Sembilan,786517,361610,29242
1829,2021-03-25,Pahang,943572,390644,36638
1830,2021-03-25,Perak,1584544,653703,62986
1831,2021-03-25,Perlis,248332,143132,11044
1832,2021-03-25,Pulau Pinang,1676061,698911,57134
1833,2021-03-25,Sabah,1594663,552666,56386
1834,2021-03-25,Sarawak,1671024,615578,52670
1835,2021-03-25,Selangor,5733965,2571213,169854
1836,2021-03-25,Terengganu,423490,203885,22022
1837,2021-03-25,W.P. KualaLumpur,4721919,2024499,111875
1838,2021-03-25,W.P. Labuan,93408,34974,2558
1839,2021-03-25,W.P. Putrajaya,262587,143234,3200
1840,2021-03-26,Johor,2926247,1151537,99586
1841,2021-03-26,Kedah,935631,454512,32381
1842,2021-03-26,Kelantan,314686,171750,13405
1843,2021-03-26,Melaka,772505,320921,26886
1844,2021-03-26,Negeri Sembilan,860409,386354,29286
1845,2021-03-26,Pahang,1086009,426492,37442
1846,2021-03-26,Perak,1625260,676167,62377
1847,2021-03-26,Perlis,247970,142080,10615
1848,2021-03-26,Pulau Pinang,1719474,711087,56614
1849,2021-03-26,Sabah,1751333,583142,57603
1850,2021-03-26,Sarawak,1801184,643449,53816
1851,2021-03-26,Selangor,6297479,2730648,170837
1852,2021-03-26,Terengganu,344752,180011,12064
1853,2021-03-26,W.P. KualaLumpur,5264752,2167519,112160
1854,2021-03-26,W.P. Labuan,102185,36284,2618
1855,2021-03-26,W.P. Putrajaya,300218,160048,3144
1856,2021-03-27,Johor,2915847,1147161,92283
1857,2021-03-27,Kedah,1085482,507993,39169
1858,2021-03-27,Kelantan,370283,193726,20879
1859,2021-03-27,Melaka,761018,317710,23367
1860,2021-03-27,Negeri Sembilan,840429,372888,25563
1861,2021-03-27,Pahang,1067654,413703,32528
1862,2021-03-27,Perak,1780648,700288,56864
1863,2021-03-27,Perlis,259352,140192,9519
1864,2021-03-27,Pulau Pinang,1955380,732661,50423
1865,2021-03-27,Sabah,1720002,560196,50433
1866,2021-03-27,Sarawak,1927291,641107,46862
1867,2021-03-27,Selangor,6700304,2780579,145190
1868,2021-03-27,Terengganu,423449,204533,18358
1869,2021-03-27,W.P. KualaLumpur,5321517,2153870,90828
1870,2021-03-27,W.P. Labuan,96131,34844,2190
1871,2021-03-27,W.P. Putrajaya,279192,149153,2121
1872,2021-03-28,Johor,3069600,1157720,76449
1873,2021-03-28,Kedah,1069433,503573,38636
1874,2021-03-28,Kelantan,390263,199210,23581
1875,2021-03-28,Melaka,779393,318562,17380
1876,2021-03-28,Negeri Sembilan,857609,369901,19064
1877,2021-03-28,Pahang,990659,391846,23921
1878,2021-03-28,Perak,1664264,667633,39847
1879,2021-03-28,Perlis,213958,118927,6293
1880,2021-03-28,Pulau Pinang,1720660,673745,35204
1881,2021-03-28,Sabah,1593377,528395,37572
1882,2021-03-28,Sarawak,1779457,605779,33091
1883,2021-03-28,Selangor,6571823,2712538,103303
1884,2021-03-28,Terengganu,437628,209311,21506
1885,2021-03-28,W.P. KualaLumpur,5254087,2138200,67463
1886,2021-03-28,W.P. Labuan,83276,32079,1597
1887,2021-03-28,W.P. Putrajaya,299919,161190,1897
1888,2021-03-29,Johor,2679529,1103020,99459
